0,0,0,0.56494,0.52783,0.52197,0.51562,0.54004,0.54053,0.58643,0.54639,0.48828,0.51807,0.63574,0.61133,0.43433,0.63086
2,2,0.16486,0.56787,0.53125,0.52637,0.51855,0.54492,0.5459,0.5874,0.54541,0.48975,0.51611,0.63379,0.61475,0.43652,0.63135
3,3,0.26971,0.56445,0.52832,0.52197,0.51758,0.5415,0.54346,0.58447,0.54395,0.48633,0.51855,0.63232,0.61377,0.43701,0.63232
4,4,0.40521,0.55957,0.5249,0.51758,0.51562,0.53613,0.53857,0.58154,0.5415,0.48218,0.51807,0.63037,0.61084,0.43262,0.63672
5,5,0.522,0.55859,0.52441,0.51611,0.51514,0.53564,0.53857,0.58105,0.54199,0.47925,0.51953,0.63037,0.61133,0.43066,0.63721
7,7,0.65554,0.55273,0.52588,0.5083,0.51709,0.52637,0.54346,0.58008,0.54102,0.479,0.51807,0.61084,0.63574,0.43018,0.64404
8,8,0.75471,0.54932,0.52393,0.50488,0.5166,0.52295,0.5415,0.57471,0.5415,0.47632,0.51904,0.61279,0.62061,0.42969,0.63916
9,9,0.89901,0.54102,0.521,0.49976,0.51611,0.51807,0.53955,0.57275,0.53467,0.47144,0.51904,0.62695,0.61328,0.427,0.63477
10,10,1.0101,0.53809,0.52051,0.49536,0.51611,0.5127,0.53906,0.57324,0.53418,0.47192,0.51953,0.63037,0.6123,0.42847,0.63281
12,12,1.1532,0.5332,0.51904,0.4895,0.51953,0.51025,0.54053,0.56934,0.52832,0.46558,0.52686,0.63428,0.61084,0.4292,0.63525
13,13,1.2652,0.52637,0.51953,0.4856,0.52197,0.50537,0.54297,0.56738,0.52832,0.46533,0.52832,0.63623,0.61133,0.43335,0.63086
14,14,1.398,0.51904,0.52246,0.47705,0.52344,0.49365,0.54346,0.56543,0.5293,0.46313,0.52783,0.63623,0.61182,0.42407,0.61865
15,15,1.5159,0.51221,0.52441,0.47339,0.52441,0.48804,0.5459,0.56445,0.52979,0.46729,0.52734,0.63721,0.61182,0.42676,0.61865
16,16,1.65,0.50684,0.53223,0.46704,0.52832,0.479,0.55322,0.55957,0.53516,0.46484,0.52783,0.63525,0.6123,0.42773,0.61963
18,18,1.7692,0.50537,0.5332,0.46387,0.52783,0.47632,0.55469,0.55957,0.53613,0.46362,0.52881,0.63379,0.61279,0.42725,0.61963
19,19,1.8891,0.50879,0.53174,0.46973,0.52686,0.4834,0.55078,0.56055,0.53809,0.46411,0.52881,0.63184,0.6123,0.43042,0.62451
20,20,1.9913,0.51709,0.52588,0.47705,0.52441,0.49023,0.54736,0.56836,0.53369,0.47095,0.52588,0.63379,0.61035,0.43848,0.63281
21,21,2.0965,0.53613,0.51709,0.49292,0.5127,0.50732,0.53613,0.58203,0.53125,0.479,0.52051,0.63379,0.60547,0.43799,0.63184
22,22,2.1901,0.55371,0.51221,0.51172,0.50879,0.52588,0.53125,0.59424,0.53027,0.49463,0.51465,0.63623,0.60156,0.45435,0.62061
23,23,2.3191,0.58838,0.52783,0.54443,0.521,0.56299,0.54541,0.62207,0.54346,0.51807,0.52441,0.65771,0.59814,0.45923,0.60791
25,25,2.477,0.59424,0.53467,0.54541,0.52637,0.56641,0.5542,0.62793,0.54395,0.51953,0.52588,0.66504,0.59961,0.45581,0.61719
