8,8,0.78213,1
12,12,1.2322,1
22,22,2.2184,1
27,27,2.6586,1
38,38,3.8389,1
44,44,4.4388,1
58,58,5.7634,1
64,64,6.4229,1
73,73,7.2947,1
79,79,7.8748,1
84,84,8.4282,1
91,91,9.1122,1
98,98,9.7627,1
104,104,10.404,1
111,111,11.061,1
118,118,11.753,1
124,124,12.446,1
132,132,13.184,1
143,143,14.334,1
150,150,14.963,1
163,163,16.282,1
169,169,16.918,1
176,176,17.625,1
183,183,18.253,1
189,189,18.906,1
196,196,19.58,1
202,202,20.225,1
209,209,20.896,1
215,215,21.519,1
221,221,22.137,1
228,228,22.8,1
235,235,23.469,1
241,241,24.141,1
248,248,24.785,1
255,255,25.472,1
261,261,26.142,1
268,268,26.818,1
274,274,27.447,1
281,281,28.1,1
287,287,28.744,1
294,294,29.387,1
300,300,30.037,1
307,307,30.665,1
313,313,31.291,1
319,319,31.929,1
326,326,32.569,1
332,332,33.221,1
338,338,33.845,1
345,345,34.499,1
352,352,35.218,1
359,359,35.914,1
366,366,36.611,1
371,371,37.144,1
381,381,38.08,1
385,385,38.536,1
392,392,39.165,1
398,398,39.832,1
404,404,40.444,1
410,410,41.02,1
416,416,41.622,1
422,422,42.236,1
429,429,42.859,1
435,435,43.5,1
441,441,44.116,1
447,447,44.743,1
454,454,45.383,1
460,460,46.045,1
466,466,46.6,1
472,472,47.188,1
478,478,47.793,1
484,484,48.392,1
490,490,49.002,1
496,496,49.639,1
503,503,50.259,1
509,509,50.893,1
515,515,51.512,1
521,521,52.106,1
527,527,52.712,1
533,533,53.333,1
540,540,53.962,1
546,546,54.579,1
552,552,55.172,1
557,557,55.737,1
563,563,56.344,1
569,569,56.94,1
576,576,57.567,1
582,582,58.216,1
588,588,58.842,1
595,595,59.48,1
601,601,60.137,1
608,608,60.761,1
614,614,61.375,1
620,620,62.023,1
627,627,62.748,1
634,634,63.379,1
641,641,64.053,1
647,647,64.73,1
654,654,65.417,1
661,661,66.078,1
667,667,66.704,1
674,674,67.419,1
679,679,67.934,1
686,686,68.622,1
693,693,69.296,1
700,700,69.95,1
706,706,70.623,1
713,713,71.304,1
720,720,71.996,1
727,727,72.69,1
734,734,73.355,1
740,740,74.015,1
747,747,74.686,1
753,753,75.336,1
759,759,75.937,1
766,766,76.561,1
772,772,77.191,1
778,778,77.818,1
785,785,78.466,1
791,791,79.059,1
797,797,79.675,1
803,803,80.282,1
809,809,80.905,1
815,815,81.533,1
821,821,82.145,1
828,828,82.786,1
835,835,83.513,1
840,840,84.019,1
847,847,84.653,1
853,853,85.275,1
859,859,85.896,1
865,865,86.521,1
871,871,87.123,1
877,877,87.724,1
884,884,88.351,1
891,891,89.118,1
896,896,89.632,1
902,902,90.17,1
908,908,90.811,1
914,914,91.424,1
920,920,91.98,1
926,926,92.611,1
937,937,93.74,1
943,943,94.27,1
949,949,94.895,1
956,956,95.561,1
962,962,96.199,1
968,968,96.822,1
974,974,97.414,1
981,981,98.052,1
987,987,98.68,1
994,994,99.448,1
1004,1004,100.42,1
1011,1011,101.07,1
1018,1018,101.79,1
1026,1026,102.59,1
1034,1034,103.38,1
1041,1041,104.06,1
1047,1047,104.74,1
1054,1054,105.44,1
1061,1061,106.12,1
1068,1068,106.79,1
1074,1074,107.42,1
1080,1080,108.01,1
1086,1086,108.63,1
1092,1092,109.24,1
1099,1099,109.88,1
1105,1105,110.52,1
1112,1112,111.17,1
1118,1118,111.81,1
1124,1124,112.42,1
1131,1131,113.07,1
1137,1137,113.69,1
1143,1143,114.29,1
1149,1149,114.89,1
1155,1155,115.5,1
1161,1161,116.11,1
1167,1167,116.67,1
1173,1173,117.28,1
1179,1179,117.92,1
1186,1186,118.6,1
1193,1193,119.31,1
1201,1201,120.11,1
1213,1213,121.34,1
1220,1220,121.95,1
1225,1225,122.53,1
1232,1232,123.17,1
1238,1238,123.77,1
1246,1246,124.62,1
1256,1256,125.59,1
1261,1261,126.15,1
1268,1268,126.76,1
1274,1274,127.35,1
1280,1280,127.95,1
1285,1285,128.49,1
1291,1291,129.07,1
1296,1296,129.63,1
1303,1303,130.32,1
1313,1313,131.34,1
1320,1320,131.96,1
1325,1325,132.52,1
1331,1331,133.09,1
1337,1337,133.71,1
1343,1343,134.28,1
1349,1349,134.94,1
1355,1355,135.49,1
1361,1361,136.05,1
1372,1372,137.18,1
1378,1378,137.76,1
1385,1385,138.53,1
1391,1391,139.06,1
1396,1396,139.58,1
1407,1407,140.71,1
1413,1413,141.25,1
1418,1418,141.85,1
1424,1424,142.4,1
1430,1430,142.95,1
1436,1436,143.55,1
1442,1442,144.2,1
1448,1448,144.78,1
1454,1454,145.42,1
1460,1460,146.05,1
1467,1467,146.67,1
1472,1472,147.23,1
1481,1481,148.08,1
1486,1486,148.62,1
1494,1494,149.35,1
1501,1501,150.06,1
1510,1510,150.96,1
1515,1515,151.45,1
1521,1521,152.13,1
1527,1527,152.72,1
1534,1534,153.36,1
1540,1540,154.05,1
1547,1547,154.66,1
1553,1553,155.3,1
1559,1559,155.93,1
1566,1566,156.57,1
1577,1577,157.69,1
1584,1584,158.36,1
1589,1589,158.91,1
1600,1600,160.03,1
1606,1606,160.55,1
1614,1614,161.38,1
1618,1618,161.79,1
1626,1626,162.64,1
1633,1633,163.31,1
1638,1638,163.82,1
1645,1645,164.53,1
1652,1652,165.16,1
1658,1658,165.83,1
1664,1664,166.43,1
1670,1670,167.04,1
1676,1676,167.62,1
1682,1682,168.22,1
1688,1688,168.83,1
1694,1694,169.44,1
1701,1701,170.07,1
1707,1707,170.73,1
1713,1713,171.35,1
1720,1720,172.04,1
1727,1727,172.68,1
1739,1739,173.94,1
1747,1747,174.69,1
1753,1753,175.29,1
1760,1760,175.98,1
1766,1766,176.56,1
1772,1772,177.16,1
1778,1778,177.84,1
1786,1786,178.58,1
1792,1792,179.24,1
1799,1799,179.91,1
1805,1805,180.47,1
1810,1810,181.01,1
1816,1816,181.6,1
1821,1821,182.13,1
1827,1827,182.67,1
1834,1834,183.4,1
1841,1841,184.05,1
1847,1847,184.72,1
1855,1855,185.53,1
1861,1861,186.14,1
1868,1868,186.79,1
1876,1876,187.62,1
1887,1887,188.68,1
1892,1892,189.23,1
1904,1904,190.37,1
1910,1910,190.97,1
1916,1916,191.61,1
1930,1930,192.97,1
1943,1943,194.27,1
1956,1956,195.59,1
1962,1962,196.19,1
1968,1968,196.78,1
1974,1974,197.42,1
1980,1980,198.03,1
1987,1987,198.7,1
1994,1994,199.39,1
2001,2001,200.09,1
2007,2007,200.72,1
2014,2014,201.4,1
2020,2020,202.02,1
2026,2026,202.63,1
2032,2032,203.25,1
2041,2041,204.14,1
2050,2050,204.97,1
2063,2063,206.28,1
2070,2070,206.95,1
2077,2077,207.68,1
2083,2083,208.33,1
2090,2090,209.02,1
2097,2097,209.67,1
2103,2103,210.31,1
2109,2109,210.94,1
2121,2121,212.05,1
2129,2129,212.88,1
2140,2140,213.98,1
2148,2148,214.81,1
2153,2153,215.33,1
2160,2160,216,1
2166,2166,216.64,1
2173,2173,217.27,1
2178,2178,217.85,1
2184,2184,218.42,1
2190,2190,219.01,1
2197,2197,219.66,1
2203,2203,220.35,1
2210,2210,221.02,1
2217,2217,221.67,1
2223,2223,222.32,1
2236,2236,223.56,1
2242,2242,224.22,1
2254,2254,225.44,1
2260,2260,225.96,1
2266,2266,226.61,1
2273,2273,227.33,1
2280,2280,228,1
2293,2293,229.26,1
2298,2298,229.81,1
2304,2304,230.42,1
2311,2311,231.07,1
2318,2318,231.77,1
2333,2333,233.35,1
2343,2343,234.28,1
2348,2348,234.84,1
2360,2360,236.03,1
2366,2366,236.63,1
2372,2372,237.2,1
2377,2377,237.72,1
2383,2383,238.33,1
2390,2390,238.99,1
2397,2397,239.65,1
2403,2403,240.28,1
2412,2412,241.24,1
2418,2418,241.77,1
2424,2424,242.42,1
2431,2431,243.14,1
2436,2436,243.58,1
2442,2442,244.23,1
2448,2448,244.84,1
2455,2455,245.47,1
2461,2461,246.1,1
2469,2469,246.89,1
2476,2476,247.56,1
2485,2485,248.52,1
2491,2491,249.1,1
2497,2497,249.73,1
2503,2503,250.32,1
2510,2510,251.01,1
2521,2521,252.14,1
2527,2527,252.7,1
2533,2533,253.28,1
2539,2539,253.86,1
2545,2545,254.5,1
2551,2551,255.13,1
2557,2557,255.74,1
2563,2563,256.29,1
2567,2567,256.69,1
2575,2575,257.49,1
2581,2581,258.08,1
2587,2587,258.66,1
2593,2593,259.26,1
2598,2598,259.85,1
2605,2605,260.49,1
2610,2610,260.99,1
2616,2616,261.63,1
2628,2628,262.76,1
2633,2633,263.31,1
2639,2639,263.92,1
2644,2644,264.4,1
2651,2651,265.07,1
2655,2655,265.52,1
2662,2662,266.15,1
2667,2667,266.69,1
2673,2673,267.29,1
2678,2678,267.79,1
2685,2685,268.47,1
2690,2690,269.02,1
2698,2698,269.78,1
2702,2702,270.21,1
2708,2708,270.83,1
2715,2715,271.47,1
2721,2721,272.11,1
2727,2727,272.66,1
2732,2732,273.22,1
2740,2740,274.01,1
2745,2745,274.5,1
2749,2749,274.93,1
2755,2755,275.45,1
2766,2766,276.63,1
2772,2772,277.25,1
2778,2778,277.77,1
2784,2784,278.4,1
2790,2790,279.02,1
2796,2796,279.6,1
2802,2802,280.2,1
2808,2808,280.78,1
2814,2814,281.38,1
2820,2820,281.97,1
2826,2826,282.57,1
2832,2832,283.17,1
2837,2837,283.75,1
2844,2844,284.36,1
2850,2850,285.05,1
2857,2857,285.67,1
2864,2864,286.41,1
2871,2871,287.1,1
2877,2877,287.72,1
2884,2884,288.44,1
2890,2890,289.03,1
2897,2897,289.7,1
2902,2902,290.17,1
2907,2907,290.73,1
2913,2913,291.32,1
2919,2919,291.86,1
2925,2925,292.48,1
2931,2931,293.05,1
2937,2937,293.66,1
2942,2942,294.23,1
2948,2948,294.83,1
2954,2954,295.43,1
2960,2960,296.02,1
2966,2966,296.62,1
2972,2972,297.22,1
2978,2978,297.84,1
2991,2991,299.09,1
2997,2997,299.7,1
3003,3003,300.35,1
3013,3013,301.3,1
3020,3020,302.01,1
3032,3032,303.17,1
