1,1,0.097423,0.55029,0.2854,0.48242,0.28857,0.5166,0.30957,0.60498,0.32446,0.44971,0.33472,0.65918,0.41406,0.41235,0.43848
2,2,0.20616,0.55029,0.28467,0.48242,0.28662,0.51562,0.30688,0.60498,0.32495,0.44946,0.33301,0.65625,0.41235,0.41211,0.43677
3,3,0.31879,0.55029,0.28418,0.48218,0.2876,0.51562,0.30615,0.60596,0.32446,0.44971,0.33496,0.65674,0.41455,0.41333,0.43579
4,4,0.41354,0.55176,0.28442,0.48291,0.2876,0.51709,0.30737,0.60742,0.32446,0.45068,0.33398,0.65918,0.41699,0.41309,0.43604
5,5,0.5235,0.55225,0.28345,0.48315,0.28784,0.51709,0.3064,0.60791,0.32324,0.45166,0.33496,0.65869,0.41504,0.41309,0.43335
6,6,0.62096,0.55176,0.28418,0.48364,0.28906,0.51758,0.30737,0.61084,0.32397,0.4519,0.33618,0.66162,0.41919,0.41309,0.43164
7,7,0.74576,0.55176,0.28345,0.48291,0.2876,0.51709,0.30542,0.60693,0.32495,0.44922,0.33667,0.66113,0.41943,0.41235,0.43164
9,9,0.8661,0.55078,0.28345,0.48193,0.28735,0.51611,0.30469,0.60645,0.32495,0.44897,0.33667,0.66504,0.42383,0.41064,0.43555
10,10,0.9797,0.55029,0.28369,0.48193,0.28784,0.51562,0.30566,0.60449,0.32373,0.44873,0.33618,0.66064,0.41846,0.41138,0.43555
11,11,1.0734,0.5498,0.28296,0.48193,0.28711,0.51514,0.30493,0.60547,0.32324,0.44922,0.33594,0.66211,0.42163,0.41187,0.43579
12,12,1.2009,0.55029,0.28369,0.48169,0.28711,0.51562,0.30542,0.60596,0.32471,0.44873,0.33618,0.66406,0.4248,0.41089,0.43652
13,13,1.3258,0.55029,0.28296,0.48169,0.2854,0.51514,0.30371,0.60547,0.323,0.44849,0.33374,0.66553,0.42578,0.40869,0.44043
14,14,1.4204,0.54883,0.28247,0.48022,0.28418,0.5127,0.30444,0.60596,0.32178,0.44873,0.33105,0.67041,0.42676,0.40845,0.43994
15,15,1.523,0.54883,0.28198,0.47974,0.28442,0.51172,0.30444,0.60547,0.32202,0.44873,0.33203,0.67041,0.42944,0.40723,0.44092
16,16,1.6273,0.54834,0.28198,0.47998,0.28467,0.5127,0.30615,0.60547,0.32202,0.44873,0.33228,0.6748,0.43408,0.40796,0.43994
