0,0,0,0.58447,0.3999,0.55322,0.4021,0.56445,0.41772,0.62793,0.4165,0.55029,0.41431,0.6748,0.49609,0.52539,0.4856
2,2,0.24989,0.58447,0.40088,0.55322,0.40332,0.56348,0.41797,0.62793,0.41626,0.55273,0.41504,0.66504,0.48535,0.52832,0.47607
3,3,0.33995,0.58496,0.40112,0.55322,0.40405,0.56348,0.41846,0.62793,0.41602,0.55273,0.41528,0.66406,0.48438,0.5293,0.4751
5,5,0.47005,0.58643,0.40039,0.5542,0.40332,0.56543,0.41797,0.62793,0.4165,0.55176,0.41602,0.66602,0.48633,0.52832,0.47559
6,6,0.56149,0.60645,0.40747,0.58057,0.40137,0.59326,0.42163,0.62598,0.41528,0.56299,0.41089,0.66943,0.48901,0.52734,0.47363
7,7,0.67786,0.59131,0.39746,0.5625,0.40015,0.56836,0.41235,0.63037,0.41553,0.55957,0.41333,0.66943,0.49756,0.53369,0.4834
8,8,0.80612,0.47119,0.13293,0.4353,0.13501,0.44653,0.15088,0.50928,0.14917,0.43311,0.14734,0.5498,0.22656,0.40698,0.20471
9,9,0.8987,0.58984,0.40015,0.55762,0.40503,0.56885,0.41821,0.62988,0.41553,0.55371,0.41748,0.66504,0.49121,0.53223,0.47144
10,10,1.0118,0.58984,0.40015,0.55811,0.40381,0.56836,0.41748,0.62988,0.41602,0.55566,0.41724,0.66406,0.49121,0.53174,0.47852
11,11,1.1422,0.59033,0.40015,0.55859,0.40332,0.56885,0.41748,0.62939,0.41626,0.55566,0.41577,0.66357,0.48926,0.53125,0.47046
12,12,1.241,0.58984,0.40063,0.55811,0.40356,0.56836,0.41821,0.62939,0.41675,0.55615,0.41602,0.66357,0.49023,0.53174,0.47144
13,13,1.3463,0.59033,0.40088,0.55859,0.40381,0.56934,0.4187,0.62939,0.41699,0.55615,0.41675,0.66455,0.49097,0.53223,0.47266
15,15,1.4695,0.59033,0.40186,0.55908,0.40527,0.56934,0.41992,0.62988,0.41724,0.55664,0.41724,0.66309,0.49048,0.53223,0.47241
16,16,1.5673,0.58984,0.40234,0.55859,0.40601,0.56934,0.41992,0.62988,0.41699,0.55566,0.41772,0.66455,0.49072,0.53223,0.47217
17,17,1.6663,0.59033,0.40259,0.55908,0.40601,0.56934,0.42017,0.62988,0.41724,0.55615,0.41772,0.66406,0.48975,0.53271,0.47314
18,18,1.8011,0.58887,0.40186,0.55762,0.40552,0.56885,0.41919,0.62939,0.41602,0.55518,0.41699,0.66455,0.48877,0.53271,0.47266
19,19,1.9014,0.58936,0.40112,0.55859,0.40503,0.56934,0.41821,0.62988,0.41553,0.55566,0.41675,0.66504,0.4895,0.53369,0.47339
20,20,2.0478,0.58936,0.40088,0.55859,0.40405,0.56885,0.41821,0.62988,0.41528,0.55518,0.4165,0.66455,0.48804,0.5332,0.47217
22,22,2.1517,0.58838,0.40137,0.55664,0.40576,0.56836,0.41919,0.62988,0.41431,0.55615,0.41675,0.66406,0.48853,0.53418,0.47241
23,23,2.2624,0.58789,0.40015,0.55762,0.4043,0.56787,0.41846,0.63037,0.41309,0.55713,0.41528,0.66504,0.4873,0.53418,0.47046
24,24,2.3795,0.58594,0.39917,0.55469,0.40405,0.56494,0.4187,0.63232,0.41016,0.55615,0.4126,0.66846,0.48584,0.5332,0.46606
25,25,2.5065,0.58447,0.39771,0.55225,0.4021,0.56201,0.41699,0.63428,0.40747,0.55518,0.4104,0.6748,0.48682,0.53174,0.46631
26,26,2.632,0.57812,0.39575,0.54736,0.40015,0.55518,0.4165,0.63086,0.4043,0.55371,0.40771,0.67725,0.48682,0.53076,0.46851
28,28,2.7571,0.57617,0.39648,0.54346,0.39966,0.55225,0.41748,0.63037,0.40723,0.55566,0.40845,0.67627,0.48779,0.53027,0.46973
29,29,2.8879,0.57129,0.39453,0.54199,0.39429,0.54736,0.41211,0.62793,0.40601,0.56396,0.40332,0.67285,0.48877,0.52832,0.46948
30,30,3.0006,0.57129,0.39478,0.54248,0.39282,0.54834,0.41138,0.62891,0.40625,0.56299,0.4021,0.67676,0.48657,0.53076,0.46191
31,31,3.1328,0.56641,0.39648,0.54492,0.39795,0.54639,0.41528,0.63037,0.40161,0.57031,0.40234,0.67773,0.48804,0.53369,0.47217
33,33,3.2517,0.56299,0.39795,0.54053,0.39941,0.54102,0.4187,0.625,0.40234,0.56934,0.40381,0.67725,0.4917,0.53467,0.4729
34,34,3.3856,0.55908,0.40186,0.53857,0.40356,0.5376,0.4231,0.61816,0.40186,0.56982,0.40527,0.67725,0.48999,0.53467,0.47363
35,35,3.5497,0.55762,0.4021,0.53857,0.40259,0.53711,0.42236,0.61768,0.40186,0.57129,0.4043,0.67578,0.48853,0.53418,0.47314
37,37,3.7161,0.55615,0.40479,0.53711,0.40674,0.53662,0.42529,0.61768,0.40332,0.57324,0.40723,0.67676,0.49194,0.5415,0.47803
38,38,3.8305,0.55518,0.40503,0.53809,0.40649,0.53662,0.42505,0.6167,0.40332,0.57227,0.40723,0.67773,0.49243,0.54346,0.47852
40,40,3.9704,0.55664,0.40552,0.53857,0.40723,0.53711,0.42578,0.61719,0.40234,0.57617,0.40601,0.67773,0.49219,0.54736,0.47778
41,41,4.0843,0.55713,0.40625,0.53857,0.4082,0.5376,0.42676,0.61865,0.4021,0.57666,0.40649,0.68018,0.49292,0.54883,0.479
42,42,4.2206,0.55664,0.40479,0.53711,0.40674,0.53662,0.42456,0.61865,0.40234,0.5752,0.40674,0.67871,0.49146,0.54688,0.47754
